;time;IPO_entropy;IPO_complexity;IPO_fisher_shanon;IPO_edge_entropy;IPO_edge_complexity;IPO_edge_fisher_shannon;IPO_number_nodes;IPO_self_transition;IPD_entropy;IPD_complexity;IPD_fisher_shanon;IPD_edge_entropy;IPD_edge_complexity;IPD_edge_fisher_shannon;IPD_number_nodes;IPD_self_transition;MP_entropy;MP_complexity;MP_fisher_shanon;MP_edge_entropy;MP_edge_complexity;MP_edge_fisher_shannon;MP_number_nodes;MP_self_transition;TP_ICMP_entropy;TP_ICMP_complexity;TP_ICMP_fisher_shanon;TP_ICMP_edge_entropy;TP_ICMP_edge_complexity;TP_ICMP_edge_fisher_shannon;TP_ICMP_number_nodes;TP_ICMP_self_transition;TP_TCP_entropy;TP_TCP_complexity;TP_TCP_fisher_shanon;TP_TCP_edge_entropy;TP_TCP_edge_complexity;TP_TCP_edge_fisher_shannon;TP_TCP_number_nodes;TP_TCP_self_transition
1326;[1183, 1327];0.9929935516690355;0.0068397440208509625;0.0019514477438133527;0.9789848253208955;0.020031194717033057;0.011714322282044436;18.0;0.10638297872340424;0.9770223893526151;0.02237497151325103;0.02095604892383051;0.9681905137485697;0.03239630306032309;0.029962854577256316;16.0;0.014184397163120567;0.8163472495205444;0.14241628068870907;0.08995191141831609;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.2978723404255319;0.9813218766783968;0.01822043089269306;0.007899342545415999;0.8275159330075961;0.16685190854722026;0.1922386726580412;18.0;0.12765957446808512;0.9863692635626234;0.013417345741684896;0.01215006413791365;0.988762155916294;0.011020915954694937;0.013469401924485844;17.0;0.028368794326241134
1327;[1184, 1328];0.9929935516690355;0.0068397440208509625;0.0019514477438133527;0.967132018086354;0.030601750822931005;0.04289321881345246;18.0;0.10638297872340424;0.9791709010273245;0.020257662911410904;0.0187849249421686;0.9681905137485697;0.03239630306032309;0.029962854577256316;16.0;0.014184397163120567;0.8081432748426496;0.1474711570943576;0.09600395222371028;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.3049645390070922;0.9809871254585053;0.018539609568481687;0.007640208087679354;0.8275159330075961;0.16685190854722026;0.1922386726580412;18.0;0.12765957446808512;0.9850741047180759;0.014645655609943624;0.013346602524038131;0.988762155916294;0.011020915954694937;0.013469401924485844;17.0;0.028368794326241134
1328;[1185, 1329];0.9929935516690355;0.0068397440208509625;0.0019514477438133527;0.967132018086354;0.030601750822931005;0.04289321881345246;18.0;0.10638297872340424;0.9795643012826879;0.019930119603170107;0.018481707342230272;0.9681905137485697;0.03239630306032309;0.029962854577256316;16.0;0.014184397163120567;0.8081432748426496;0.1474711570943576;0.09600395222371028;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.3049645390070922;0.9813218766783968;0.01822043089269306;0.007899342545415999;0.8275159330075961;0.16685190854722026;0.1922386726580412;18.0;0.12765957446808512;0.9831569240027578;0.01653115822782707;0.015000196830763809;0.988762155916294;0.011020915954694937;0.013469401924485844;17.0;0.028368794326241134
1329;[1186, 1330];0.9940481036628309;0.005781663666099665;0.0019508125798645532;0.8616051493362595;0.14525605675646372;0.17715549461928992;18.0;0.10638297872340424;0.9795643012826879;0.019930119603170107;0.018481707342230272;0.9371817816183551;0.06242652599135106;0.07145311798163272;17.0;0.014184397163120567;0.8081432748426496;0.1474711570943576;0.09600395222371028;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.3049645390070922;0.9826673187680344;0.017074014669271786;0.007608738303305487;0.873457956570801;0.13748854455069606;0.1259530781775641;18.0;0.12056737588652482;0.9831569240027578;0.01653115822782707;0.015000196830763809;0.9607329284860076;0.03998276446058072;0.05339736465688687;18.0;0.028368794326241134
1330;[1187, 1331];0.9940481036628309;0.005781663666099665;0.0019508125798645532;0.967132018086354;0.030601750822931005;0.04289321881345246;18.0;0.10638297872340424;0.981481481998006;0.018058381688027033;0.01676102717393717;0.9371817816183551;0.06242652599135106;0.07145311798163272;17.0;0.014184397163120567;0.8081432748426496;0.1474711570943576;0.09600395222371028;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.3049645390070922;0.9826673187680344;0.017074014669271786;0.007608738303305487;0.8275159330075961;0.16685190854722026;0.1922386726580412;18.0;0.12056737588652482;0.9844520828473056;0.015307794631845312;0.013562374178873203;0.9607329284860076;0.03998276446058072;0.05339736465688687;18.0;0.028368794326241134
1331;[1188, 1332];0.9940481036628309;0.005781663666099665;0.0019508125798645532;0.9607329284860076;0.03998276446058072;0.03287066936024999;18.0;0.10638297872340424;0.9834467896759236;0.016190467120019824;0.015203104958811066;0.9371817816183551;0.06242652599135106;0.07145311798163272;17.0;0.014184397163120567;0.8081432748426496;0.1474711570943576;0.09600395222371028;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.3049645390070922;0.9809871254585053;0.018539609568481687;0.007640208087679354;0.8156631257730546;0.17358160031193112;0.18530191081229808;18.0;0.12765957446808512;0.9865048199695576;0.013300565987792903;0.01183139174359004;0.9607329284860076;0.03998276446058072;0.05339736465688687;18.0;0.028368794326241134
1332;[1189, 1333];0.9940481036628309;0.005781663666099665;0.0019508125798645532;0.909961750240577;0.08386502482452256;0.10770869905131135;18.0;0.10638297872340424;0.9854995267981758;0.014187191480391886;0.013104223305388997;0.9371817816183551;0.06242652599135106;0.07145311798163272;17.0;0.014184397163120567;0.8130818464168436;0.14523149120209114;0.09254813191776826;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.2978723404255319;0.980808411318808;0.01871556708258342;0.008668363737382508;0.8433532525013715;0.16002078113277368;0.1598675553049084;18.0;0.12765957446808512;0.9884220006848757;0.011402157941429831;0.01023961306901651;0.9607329284860076;0.03998276446058072;0.05339736465688687;18.0;0.028368794326241134
1333;[1190, 1334];0.9947487996542987;0.005079075768409673;0.0014010695841129403;0.909961750240577;0.08386502482452256;0.10770869905131135;18.0;0.10638297872340424;0.9870578421810797;0.012655154052016835;0.011717100423654016;0.9371817816183551;0.06242652599135106;0.07145311798163272;17.0;0.014184397163120567;0.8212280196505859;0.14011961584949162;0.08642148917465328;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.2978723404255319;0.9842159278958037;0.015378446498056059;0.007169931357996085;0.8433532525013715;0.16002078113277368;0.1346800436745627;18.0;0.12765957446808512;0.9893895291658814;0.01048131154466552;0.009101912222837454;0.9607329284860076;0.03998276446058072;0.05339736465688687;18.0;0.028368794326241134
1334;[1191, 1335];0.9947487996542987;0.005079075768409673;0.0014010695841129403;0.8892952760645765;0.09815439477018639;0.11643034247637359;18.0;0.10638297872340424;0.9873337983196769;0.012414622430886615;0.01144584928168123;0.9371817816183551;0.06242652599135106;0.07145311798163272;17.0;0.014184397163120567;0.8151824708153242;0.14330859227135306;0.08776740472796965;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.2978723404255319;0.984394642035501;0.015201248178004613;0.006239267442656616;0.8433532525013715;0.16002078113277368;0.1346800436745627;18.0;0.12765957446808512;0.9895299288975445;0.010357173789616125;0.009019465258668943;0.9607329284860076;0.03998276446058072;0.05339736465688687;18.0;0.028368794326241134
1335;[1192, 1336];0.9947487996542987;0.005079075768409673;0.0014010695841129403;0.8892952760645765;0.09815439477018639;0.11643034247637359;18.0;0.10638297872340424;0.9852810611974249;0.014425429785550834;0.013454166109954443;0.9371817816183551;0.06242652599135106;0.07145311798163272;17.0;0.014184397163120567;0.8112984512349258;0.1448902713170179;0.08704474432237591;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.3049645390070922;0.983881176675912;0.01569957002358223;0.006348610228964787;0.8433532525013715;0.16002078113277368;0.1346800436745627;18.0;0.12765957446808512;0.9893895291658815;0.01048131154466552;0.009402584352969753;0.9607329284860076;0.03998276446058072;0.05339736465688687;18.0;0.028368794326241134
1336;[1193, 1337];0.9938877442378683;0.005858586973988146;0.002138125282129663;0.9099617502405772;0.08386502482452259;0.07401289837723463;18.0;0.10638297872340424;0.9850051050588277;0.014664883555294968;0.013802427064519965;0.9371817816183551;0.06242652599135106;0.07145311798163272;17.0;0.014184397163120567;0.8174018015143398;0.1417242248741031;0.08577636293625523;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.2978723404255319;0.9838811766759121;0.01569957002358199;0.005492711996205308;0.8433532525013715;0.16002078113277368;0.1346800436745627;18.0;0.12765957446808512;0.9893895291658814;0.01048131154466552;0.009101912222837454;0.9607329284860076;0.03998276446058072;0.05339736465688687;18.0;0.028368794326241134
1337;[1194, 1338];0.9937239319640581;0.00601717513980684;0.0016526837896348905;0.9099617502405772;0.08386502482452259;0.07401289837723463;18.0;0.10638297872340424;0.9852810611974249;0.014425429785550593;0.01339186252723198;0.9371817816183551;0.06242652599135106;0.07145311798163272;17.0;0.014184397163120567;0.8212280196505859;0.14011961584949162;0.08642148917465328;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.2978723404255319;0.984394642035501;0.015201248178005576;0.0054278762659659896;0.8433532525013715;0.16002078113277368;0.1346800436745627;18.0;0.12765957446808512;0.9895299288975445;0.010357173789616125;0.009019465258668943;0.9607329284860076;0.03998276446058072;0.05339736465688687;18.0;0.028368794326241134
1338;[1195, 1339];0.9947487996542987;0.005079075768409673;0.0014010695841129403;0.9099617502405772;0.08386502482452259;0.07401289837723463;18.0;0.10638297872340424;0.9852810611974249;0.014425429785550834;0.013454166109954443;0.9371817816183551;0.06242652599135106;0.07145311798163272;17.0;0.014184397163120567;0.8151824708153242;0.14330859227135306;0.08776740472796965;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.2978723404255319;0.9859592199514543;0.013815390963021213;0.004642226697660091;0.8433532525013715;0.16002078113277368;0.1346800436745627;18.0;0.12765957446808512;0.9893895291658815;0.01048131154466552;0.009402584352969753;0.9488801212514659;0.05009849909615574;0.07546695375725344;18.0;0.028368794326241134
1339;[1196, 1340];0.9954494956457663;0.004375492330596188;0.0015708076700999888;0.9306282244165778;0.06882298225072173;0.054727771688616186;18.0;0.10638297872340424;0.9854995267981758;0.014187191480391886;0.013104223305388997;0.9371817816183551;0.06242652599135106;0.07145311798163272;17.0;0.014184397163120567;0.8112984512349258;0.1448902713170179;0.08704474432237591;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.3049645390070922;0.9859592199514543;0.013815390963021213;0.004642226697660091;0.873457956570801;0.13748854455069606;0.1259530781775641;18.0;0.12765957446808512;0.9899803160677798;0.009861060920489157;0.008987383891000438;0.9488801212514659;0.05009849909615574;0.07546695375725344;18.0;0.028368794326241134
1340;[1197, 1341];0.9954494956457663;0.004375492330596188;0.0015708076700999888;0.9607329284860076;0.03998276446058072;0.03287066936024999;18.0;0.10638297872340424;0.9854995267981758;0.014187191480391886;0.01297994870387909;0.9371817816183551;0.06242652599135106;0.07145311798163272;17.0;0.014184397163120567;0.8160404230184495;0.14275651490021585;0.08372182014464542;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.3049645390070922;0.9859592199514543;0.013815390963021213;0.004642226697660091;0.8822716235122601;0.101664306394994;0.10858232557983566;18.0;0.12765957446808512;0.9891710635651307;0.010721333513856061;0.00964377776664237;0.9099617502405772;0.08386502482452303;0.12354594461998117;18.0;0.028368794326241134
1341;[1198, 1342];0.9938877442378683;0.005858586973988146;0.002138125282129663;0.9607329284860076;0.03998276446058072;0.03287066936024999;18.0;0.10638297872340424;0.9852810611974249;0.014425429785550834;0.013454166109954443;0.9371817816183551;0.06242652599135106;0.07145311798163272;17.0;0.014184397163120567;0.8151824708153242;0.14330859227135306;0.08776740472796965;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.3049645390070922;0.9852884983802079;0.014461713382133827;0.00395394738089757;0.8822716235122601;0.101664306394994;0.10858232557983566;18.0;0.12765957446808512;0.9908022424898593;0.009068933035371455;0.008348083585715059;0.9099617502405772;0.08386502482452303;0.12354594461998117;18.0;0.028368794326241134
1342;[1199, 1343];0.994074974869747;0.0056650020257514;0.0019274104604552103;0.8704188162777186;0.14062338461339668;0.1464466094067262;18.0;0.10638297872340424;0.9848740689024114;0.014775277180616435;0.013847105804231544;0.9245387872348441;0.07224132745313543;0.07575311298958179;17.0;0.014184397163120567;0.8130818464168436;0.14523149120209114;0.09254813191776826;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.3049645390070922;0.9852884983802079;0.014461713382133827;0.00395394738089757;0.8822716235122601;0.101664306394994;0.10858232557983566;18.0;0.12765957446808512;0.990526286351262;0.009311266039567416;0.00827375667768653;0.9099617502405772;0.08386502482452303;0.12354594461998117;18.0;0.028368794326241134
1343;[1200, 1344];0.9938877442378682;0.005858586973988145;0.0023003346035054212;0.8704188162777186;0.14062338461339668;0.1464466094067262;18.0;0.10638297872340424;0.9850051050588277;0.014664883555294968;0.013802427064519965;0.9245387872348441;0.07224132745313543;0.07575311298958179;17.0;0.014184397163120567;0.822942133063747;0.13825302786092056;0.08864382523512418;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.2978723404255319;0.9859592199514543;0.013815390963021213;0.004642226697660091;0.8156631257730546;0.17358160031193096;0.1679643222820444;18.0;0.12765957446808512;0.9909478445487855;0.008937222871572502;0.007858069743137899;0.9099617502405772;0.08386502482452303;0.12354594461998117;18.0;0.028368794326241134
1344;[1201, 1345];0.9947487996542986;0.005079075768409673;0.00227831179611952;0.8704188162777186;0.14062338461339668;0.1464466094067262;18.0;0.09929078014184398;0.9852810611974249;0.014425429785550834;0.013454166109954443;0.9245387872348441;0.07224132745313543;0.07575311298958179;17.0;0.014184397163120567;0.826558482133287;0.136720380836667;0.08951198503841033;0.988762155916294;0.011020915954694937;0.013469401924485844;17.0;0.2978723404255319;0.9859592199514543;0.013815390963021213;0.004642226697660091;0.9282136470754652;0.06591012330472461;0.05409914905200258;18.0;0.12765957446808512;0.9908022424898593;0.009068933035371455;0.008348083585715059;0.9099617502405772;0.08386502482452303;0.12354594461998117;18.0;0.028368794326241134
1345;[1202, 1346];0.9959922842739015;0.0039009874526846782;0.0020171402621229056;0.8704188162777186;0.14062338461339668;0.1464466094067262;18.0;0.09219858156028368;0.9848740689024114;0.014775277180616435;0.013847105804231544;0.9245387872348441;0.07224132745313543;0.07575311298958179;17.0;0.014184397163120567;0.8205715975138983;0.13995367532926986;0.09113075339468941;0.988762155916294;0.011020915954694937;0.013469401924485844;17.0;0.2978723404255319;0.9859592199514543;0.013815390963021213;0.004642226697660091;0.8822716235122601;0.101664306394994;0.10858232557983566;18.0;0.12765957446808512;0.9921536013934142;0.007743666621152718;0.0069431909237337545;0.9099617502405772;0.08386502482452303;0.12354594461998117;18.0;0.028368794326241134
1346;[1203, 1347];0.9964294909153242;0.0035006947337532825;0.0022349277985153227;0.9607329284860076;0.03998276446058072;0.03287066936024999;18.0;0.09219858156028368;0.9850051050588277;0.014664883555294968;0.013802427064519965;0.9245387872348441;0.07224132745313543;0.07575311298958179;17.0;0.014184397163120567;0.8168965842284853;0.14146673981215924;0.09018711978907312;0.988762155916294;0.011020915954694937;0.013469401924485844;17.0;0.3049645390070922;0.9859592199514543;0.013815390963021213;0.004642226697660091;0.8822716235122601;0.101664306394994;0.10858232557983566;18.0;0.12765957446808512;0.993082815466386;0.006870935590852111;0.006107648600592595;0.9099617502405772;0.08386502482452303;0.12354594461998117;18.0;0.028368794326241134
1347;[1204, 1348];0.9959160255557354;0.004011334171266646;0.0018013663893206816;0.9607329284860076;0.03998276446058072;0.03287066936024999;18.0;0.09219858156028368;0.9852810611974249;0.014425429785550834;0.013454166109954443;0.9245387872348441;0.07224132745313543;0.07575311298958179;17.0;0.014184397163120567;0.8215807545678567;0.1393012603973623;0.0870590099722227;0.988762155916294;0.011020915954694937;0.013469401924485844;17.0;0.2978723404255319;0.9859592199514543;0.013815390963021213;0.004642226697660091;0.8941244307468018;0.09303329449446358;0.11839238826103772;18.0;0.12765957446808512;0.9927860085566265;0.00714337873395648;0.006869013089704985;0.9099617502405772;0.08386502482452303;0.12354594461998117;18.0;0.028368794326241134
